rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited
156,156,Texas A&M University,50.9,156,46.4,129,47.2,233,45.5,145,58.3,82,49.3,314,United States,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",False,False
156,156,Yeshiva University,50.9,157,51.7,95,28.4,344,-,400,30.1,239,78.8,105,United States,Yeshiva University,"Accounting & Finance,Art, Performing Arts & Design,Biological Sciences,Business & Management,Chemistry,Computer Science,Economics & Econometrics,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Mathematics & Statistics,Other Health,Physics & Astronomy,Politics & International Studies (incl Development Studies),Psychology,Sociology",False,False
158,158,Tel Aviv University,50.5,158,50.7,101,39.5,267,49.2,130,59.8,79,43.7,357,Israel,Tel Aviv University,"Medicine & Dentistry,Biological Sciences,Business & Management,Education,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Computer Science,Sociology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Architecture,Agriculture & Forestry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Law,Mathematics & Statistics,Other Health,Chemistry",False,False
158,158,University of Birmingham,50.5,159,44.8,143,69.7,87,38.4,233,46.7,122,56.3,258,United Kingdom,University of Birmingham,"Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sociology,Education,Accounting & Finance,Art, Performing Arts & Design,Sport Science,Archaeology,General Engineering,Medicine & Dentistry,Law,Economics & Econometrics,Physics & Astronomy,Electrical & Electronic Engineering,Computer Science,History, Philosophy & Theology,Geography,Psychology,Business & Management,Civil Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Chemical Engineering,Mathematics & Statistics",False,False
158,158,University of São Paulo,50.5,160,63.0,58,24.5,372,40.0,209,65.7,61,30.2,394,Brazil,University of São Paulo,"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Business & Management,Agriculture & Forestry,Accounting & Finance,Medicine & Dentistry,Psychology,Architecture,Veterinary Science,Other Health,Geography,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemistry,Law,Sociology,Biological Sciences,Computer Science,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Economics & Econometrics,Chemical Engineering,Archaeology,Sport Science,History, Philosophy & Theology,Communication & Media Studies,Education",False,False
161,161,University of Auckland,50.3,161,34.0,245,88.0,15,76.6,53,40.9,165,64.2,197,New Zealand,University of Auckland UOA Auckland University,"Accounting & Finance,Biological Sciences,Civil Engineering,Sociology,Other Health,Mathematics & Statistics,Psychology,Computer Science,Chemistry,Sport Science,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Mechanical & Aerospace Engineering,Economics & Econometrics,Communication & Media Studies,Geography,Electrical & Electronic Engineering,Archaeology,Languages, Literature & Linguistics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Physics & Astronomy,Medicine & Dentistry,Architecture,Law",False,False
162,162,University of Vienna,50.2,163,44.3,147,86.3,23,29.1,352,46.7,123,52.4,287,Austria,University of Vienna,"Communication & Media Studies,Education,Law,Economics & Econometrics,Sport Science,Psychology,Biological Sciences,Sociology,Other Health,Physics & Astronomy,Archaeology,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Geography,Languages, Literature & Linguistics,Business & Management,Chemistry",False,False
162,162,Stony Brook University,50.2,162,38.8,189,52.8,194,31.6,318,29.9,244,82.9,80,United States,Stony Brook University,"Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Psychology,General Engineering,Other Health,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Education,Electrical & Electronic Engineering,Medicine & Dentistry,Geography,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry,Economics & Econometrics",False,False
164,164,Université Catholique de Louvain,50.0,164,38.6,191,64.3,123,34.5,278,40.5,169,68.8,171,Belgium,Université Catholique de Louvain,"Civil Engineering,Chemistry,Economics & Econometrics,Sport Science,Geography,Business & Management,Art, Performing Arts & Design,Veterinary Science,Communication & Media Studies,General Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Law,Languages, Literature & Linguistics,Computer Science,Sociology,Mechanical & Aerospace Engineering,Other Health,Biological Sciences,Physics & Astronomy,Accounting & Finance,Education,Archaeology,Agriculture & Forestry,Architecture,History, Philosophy & Theology,Mathematics & Statistics,Electrical & Electronic Engineering,Chemical Engineering,Psychology,Medicine & Dentistry",False,False
165,165,University of Delaware,49.7,165,30.0,283,37.3,278,97.7,26,41.6,157,76.6,118,United States,University of Delaware,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology,Other Health,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Agriculture & Forestry,Architecture,Computer Science,Sport Science,Sociology,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering,Chemical Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,History, Philosophy & Theology,Education,Chemistry,Communication & Media Studies",False,False
166,166,Paris Diderot University – Paris 7,49.6,166,31.9,269,66.8,105,-,378,27.1,269,87.9,58,France,Paris Diderot University – Paris 7,,False,False
167,167,University of Texas at Dallas,49.5,167,32.6,262,46.8,237,40.0,210,32.2,226,85.2,70,United States,University of Texas at Dallas utd,"Computer Science,Psychology,Chemistry,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,General Engineering,Business & Management,Biological Sciences,Accounting & Finance,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Sociology",False,False
168,168,George Washington University,49.4,168,48.1,117,36.6,286,30.0,338,28.0,255,77.1,113,United States,George Washington University,"Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Psychology,Archaeology,Other Health,Physics & Astronomy,Medicine & Dentistry,General Engineering,Art, Performing Arts & Design,Education,Sport Science,Economics & Econometrics,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Business & Management,Law,Communication & Media Studies,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Architecture,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Geography",False,False
169,169,University of Iowa,49.3,169,49.0,108,26.4,362,-,392,40.9,166,65.7,187,United States,University of Iowa,"Other Health,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Psychology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Sport Science,Communication & Media Studies",False,False
170,170,École Normale Supérieure de Lyon,49.2,170,40.8,173,61.0,142,28.9,353,25.9,283,79.6,102,France,École Normale Supérieure de Lyon,"History, Philosophy & Theology,Mathematics & Statistics,Sociology,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Education,Geography,Computer Science,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences",False,False
171,171,University of Liverpool,49.0,172,38.7,190,73.7,72,46.4,141,37.5,191,64.8,191,United Kingdom,University of Liverpool,"Archaeology,Architecture,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Business & Management,Computer Science,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Medicine & Dentistry,Psychology,Veterinary Science,Law,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Geography,Politics & International Studies (incl Development Studies),Sociology",False,False
171,171,University of Bonn,49.0,171,40.9,172,54.0,188,-,384,26.1,282,80.4,96,Germany,University of Bonn,"Languages, Literature & Linguistics,Other Health,Physics & Astronomy,Biological Sciences,Politics & International Studies (incl Development Studies),Chemistry,History, Philosophy & Theology,Computer Science,Psychology,Economics & Econometrics,Mathematics & Statistics,Law,Communication & Media Studies,Business & Management,Geology, Environmental, Earth & Marine Sciences,Education,Archaeology,Agriculture & Forestry,Geography,Medicine & Dentistry,Sociology",False,False
171,171,University of Ottawa,49.0,173,40.8,174,58.1,158,43.0,173,41.4,160,63.1,211,Canada,University of Ottawa,"Languages, Literature & Linguistics,Computer Science,Veterinary Science,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,History, Philosophy & Theology,Education,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Chemistry,General Engineering,Politics & International Studies (incl Development Studies),Law,Sociology,Business & Management,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Geography",False,False
174,174,Georgetown University,48.9,174,56.4,75,32.9,309,-,373,35.6,199,59.8,232,United States,Georgetown University,"Law,Languages, Literature & Linguistics,Accounting & Finance,Chemistry,History, Philosophy & Theology,Agriculture & Forestry,Economics & Econometrics,Architecture,Communication & Media Studies,Biological Sciences,Medicine & Dentistry,Sport Science,Other Health,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Education,Physics & Astronomy,Business & Management,Mathematics & Statistics,General Engineering,Sociology,Computer Science,Psychology",False,False
