rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
1450,145,Maastricht University,58.2,1450,38.4,275,49.6,139,75.5,399,73.2,169,98.1,11,Netherlands,"19,909",18.6,56%,60 : 40,Maastricht University,"Business & Management,Communication & Media Studies,Chemical Engineering,Education,Accounting & Finance,Psychology,Chemistry,Biological Sciences,Other Health,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics,Law,General Engineering,History, Philosophy & Theology,Sociology,Economics & Econometrics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Sport Science,Computer Science",False,False
1460,146,University of Cologne,58.0,1460,44.5,166,46.5,163,80.0,315,77.3,142,64.4,416,Germany,"33,341",30.4,16%,,University of Cologne,"Other Health,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Psychology,Medicine & Dentistry,Chemistry,Accounting & Finance,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Sociology,Business & Management,Physics & Astronomy,Archaeology,Law,Geography,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies)",False,False
1470,147,Rice University,57.9,1470,46.5,140,39.7,243,84.4,244,44.5,585,75.3,267,United States,"7,068",9.2,28%,43 : 57,Rice University,"Sociology,Business & Management,Computer Science,Sport Science,Architecture,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Psychology,General Engineering,Art, Performing Arts & Design,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Archaeology,Other Health,Physics & Astronomy,History, Philosophy & Theology,Accounting & Finance,Mechanical & Aerospace Engineering,Civil Engineering,Education,Mathematics & Statistics,Chemistry,Chemical Engineering",False,False
1480,=148,University of Colorado Boulder,57.8,1480,45.6,152,46.3,168,85.5,228,44.6,578,45.6,784,United States,"34,928",16.0,8%,45 : 55,University of Colorado Boulder,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Sociology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Law,General Engineering,Psychology,Geography",False,False
1490,=148,Ulm University,57.8,1490,41.6,207,41.2,221,89.3,163,77.6,139,56.1,555,Germany,"10,271",26.2,13%,51 : 49,Ulm University,"Education,Physics & Astronomy,Chemical Engineering,Computer Science,Chemistry,Sport Science,Medicine & Dentistry,Other Health,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Biological Sciences",False,False
1500,=148,Uppsala University,57.8,1500,37.6,287,55.7,105,75.2,409,71.5,185,72.6,310,Sweden,"25,548",15.3,17%,62 : 38,Uppsala University,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Politics & International Studies (incl Development Studies),Archaeology,Law,Accounting & Finance,Psychology,Economics & Econometrics,Electrical & Electronic Engineering,General Engineering,Physics & Astronomy,Geography,Chemical Engineering,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Chemistry,Languages, Literature & Linguistics,Other Health,Sociology,Mathematics & Statistics,History, Philosophy & Theology,Business & Management,Biological Sciences",False,False
1510,=151,University of Florida,57.7,1510,55.0,85,58.7,86,64.2,587,51.4,381,41.4,927,United States,"46,807",16.1,8%,56 : 44,University of Florida,"Veterinary Science,Languages, Literature & Linguistics,Law,Geography,Psychology,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Medicine & Dentistry,Other Health,Economics & Econometrics,Sport Science,Chemical Engineering,Mathematics & Statistics,Business & Management,Chemistry,Physics & Astronomy,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Communication & Media Studies,Architecture,Computer Science,General Engineering",False,False
1520,=151,Penn State (Main campus),57.7,1520,47.8,129,53.8,117,75.2,408,41.6,791,48.3,714,United States,"46,863",14.0,16%,47 : 53,Penn State (Main campus),"Business & Management,General Engineering,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Sport Science,Medicine & Dentistry,Agriculture & Forestry,Geography,Education,Veterinary Science,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Sociology,Archaeology,Other Health,Biological Sciences,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Psychology",False,False
1530,=151,Tufts University,57.7,1530,47.1,132,36.7,285,92.2,120,43.4,653,51.4,641,United States,"11,399",10.0,16%,56 : 44,Tufts University,"Other Health,Business & Management,Veterinary Science,Geography,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Computer Science,General Engineering,Psychology,Chemical Engineering,Architecture,Chemistry,Electrical & Electronic Engineering,Archaeology,Mathematics & Statistics,History, Philosophy & Theology,Physics & Astronomy,Education,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Agriculture & Forestry",False,False
1540,154,University of Rochester,57.6,1540,42.0,201,40.5,228,87.0,204,49.3,425,73.8,289,United States,"10,364",7.7,36%,50 : 50,University of Rochester,"Electrical & Electronic Engineering,Education,Politics & International Studies (incl Development Studies),Sociology,Psychology,History, Philosophy & Theology,Chemical Engineering,Computer Science,Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Chemistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Communication & Media Studies,Languages, Literature & Linguistics,General Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy",False,False
1550,155,KTH Royal Institute of Technology,57.5,1550,43.5,177,53.8,116,68.4,512,68.1,210,81.1,210,Sweden,"13,329",16.4,20%,34 : 66,KTH Royal Institute of Technology,"Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Economics & Econometrics,Biological Sciences,Chemical Engineering,Chemistry,Education,Mathematics & Statistics,Physics & Astronomy,Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Architecture",False,False
1560,=156,Arizona State University (Tempe),57.4,1560,44.8,160,47.9,147,79.6,324,40.2,924,62.5,446,United States,"50,027",19.6,17%,45 : 55,Arizona State University (Tempe),"Law,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Biological Sciences,Communication & Media Studies,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Economics & Econometrics,Chemistry,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Business & Management,Civil Engineering,Psychology,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Archaeology,Electrical & Electronic Engineering,General Engineering,Computer Science,Languages, Literature & Linguistics",False,False
1570,=156,Technical University of Berlin,57.4,1570,48.8,116,55.7,104,62.0,624,92.6,57,67.8,374,Germany,"20,243",48.1,27%,35 : 65,Technical University of Berlin,"Sociology,Computer Science,Accounting & Finance,Mathematics & Statistics,Civil Engineering,Architecture,Electrical & Electronic Engineering,Chemistry,Mechanical & Aerospace Engineering,Chemical Engineering,History, Philosophy & Theology,Education,Physics & Astronomy,General Engineering,Languages, Literature & Linguistics",False,False
1580,=156,TU Dresden,57.4,1580,48.8,117,50.7,134,69.1,503,92.4,58,60.5,469,Germany,"30,382",30.8,16%,45 : 55,TU Dresden,"Chemistry,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Biological Sciences,Mechanical & Aerospace Engineering,Geography,Psychology,Civil Engineering,Computer Science,Medicine & Dentistry,Business & Management,Economics & Econometrics,Architecture,Education,History, Philosophy & Theology,Physics & Astronomy,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Other Health",False,False
1590,=156,University of Virginia (Main campus),57.4,1590,48.1,125,39.8,241,86.6,211,45.8,532,52.5,617,United States,"25,810",9.0,13%,53 : 47,University of Virginia (Main campus),"Biological Sciences,Law,Art, Performing Arts & Design,Computer Science,Sport Science,Business & Management,Psychology,Medicine & Dentistry,Geography,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Architecture,General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Economics & Econometrics,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,Other Health,Archaeology,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Communication & Media Studies",False,False
1600,160,University of Cape Town,57.2,1600,33.9,380,43.8,192,88.7,172,53.3,349,78.8,232,South Africa,"21,069",12.8,15%,54 : 46,University of Cape Town UCT,"Other Health,Communication & Media Studies,Art, Performing Arts & Design,Biological Sciences,Archaeology,Mechanical & Aerospace Engineering,Business & Management,General Engineering,Physics & Astronomy,History, Philosophy & Theology,Education,Sport Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Computer Science,Chemistry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Architecture,Law,Medicine & Dentistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
1610,=161,University of Bologna,57.0,1610,52.1,96,40.8,222,80.2,311,46.4,505,51.6,633,Italy,"69,831",24.4,12%,56 : 44,University of Bologna,"Architecture,Archaeology,Communication & Media Studies,Education,Sport Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Geography,Medicine & Dentistry,Computer Science,Languages, Literature & Linguistics,Veterinary Science,Economics & Econometrics,Accounting & Finance,History, Philosophy & Theology,Agriculture & Forestry,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Law,Chemistry,Art, Performing Arts & Design,General Engineering,Electrical & Electronic Engineering,Other Health,Civil Engineering,Psychology,Sociology",False,False
1620,=161,Trinity College Dublin,57.0,1620,36.0,325,47.3,154,79.4,336,47.1,489,93.7,68,Ireland,"17,764",21.0,28%,60 : 40,Trinity College Dublin,"Mechanical & Aerospace Engineering,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Geography,History, Philosophy & Theology,Economics & Econometrics,Art, Performing Arts & Design,Languages, Literature & Linguistics,Medicine & Dentistry,Archaeology,Physics & Astronomy,Sport Science,Law,Accounting & Finance,Sociology,General Engineering,Communication & Media Studies,Other Health,Mathematics & Statistics,Education,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Computer Science,Civil Engineering,Psychology",False,False
1630,=163,University of Leicester,56.9,1630,31.4,466,32.9,356,98.7,33,41.9,761,92.5,89,United Kingdom,"14,650",14.1,34%,54 : 46,University of Leicester uk united kingdom leicester,"Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Archaeology,Other Health,Communication & Media Studies,Law,Business & Management,Art, Performing Arts & Design,General Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Psychology,Civil Engineering,Physics & Astronomy,Medicine & Dentistry,Sport Science,Agriculture & Forestry,Education,Geography,Economics & Econometrics,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Sociology,Computer Science,Mathematics & Statistics",False,False
