rank_order,rank,name,scores_overall,scores_overall_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
225,201-250,Johannes Gutenberg University of Mainz,0,225,72.6,219,70.7,119,53.3,306,21.7,413,34.9,238,Germany,"35,609",32.6,10%,58 : 42,Johannes Gutenberg University of Mainz,"Psychology,Art, Performing Arts & Design,Chemistry,Politics & International Studies (incl Development Studies),Biological Sciences,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,Education,Archaeology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Sociology,Communication & Media Studies,Computer Science,Accounting & Finance,History, Philosophy & Theology,Law,Business & Management,Mathematics & Statistics,Medicine & Dentistry,Geography",False,False
226,201-250,Joseph Fourier University,0,226,83.2,127,31.6,582,58.6,254,21.6,416,34.2,252,France,"16,130",12.1,13%,,Joseph Fourier University,,False,False
227,201-250,University of Kiel,0,227,89.5,70,0,784,49.4,348,20.5,439,32.3,289,Germany,"24,444",23.8,8%,53 : 47,University of Kiel,"Communication & Media Studies,History, Philosophy & Theology,Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Biological Sciences,Archaeology,Mathematics & Statistics,Civil Engineering,General Engineering,Physics & Astronomy,Education,Chemistry,Law,Psychology,Agriculture & Forestry,Computer Science,Sport Science,Chemical Engineering,Mechanical & Aerospace Engineering,Business & Management,Sociology,Economics & Econometrics,Geography,Accounting & Finance,Art, Performing Arts & Design,Medicine & Dentistry,Electrical & Electronic Engineering",False,False
228,201-250,Université Laval,0,228,62.2,311,57.5,181,63.8,217,31.7,241,37.5,201,Canada,"27,227",16.2,12%,,Université Laval,"Sociology,Electrical & Electronic Engineering,Computer Science,General Engineering,Art, Performing Arts & Design,Psychology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Agriculture & Forestry,Biological Sciences,Sport Science,Business & Management,Archaeology,Chemistry,Geography,Other Health,Economics & Econometrics,Accounting & Finance,Civil Engineering,Law,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Education,Physics & Astronomy,History, Philosophy & Theology,Architecture,Languages, Literature & Linguistics,Communication & Media Studies",False,False
229,201-250,Medical University of Vienna,0,229,89.1,71,33.9,502,81.7,103,14.6,592,26.6,411,Austria,"7,426",2.9,28%,50 : 50,Medical University of Vienna,"Other Health,Medicine & Dentistry",False,False
230,201-250,"Northeastern University, US",0,230,84,120,32.9,533,58.7,253,20.6,438,35.5,227,United States,"18,539",15.1,26%,50 : 50,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",False,False
231,201-250,Oregon Health and Science University,0,231,96,34,44.6,282,21.4,682,15.7,556,27.8,387,United States,"2,838",1.1,3%,65 : 35,Oregon Health and Science University,"Other Health,Psychology,Medicine & Dentistry,Biological Sciences,Chemistry",False,False
232,201-250,University of Otago,0,232,74.9,199,31.5,587,89.9,51,30.5,259,30.7,327,New Zealand,"18,600",20.3,21%,57 : 43,University of Otago,"Mathematics & Statistics,Medicine & Dentistry,Business & Management,Agriculture & Forestry,Accounting & Finance,Art, Performing Arts & Design,Law,History, Philosophy & Theology,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Physics & Astronomy,Archaeology,Computer Science,Geography,Chemistry,Psychology",False,False
233,201-250,University of Ottawa,0,233,61.5,318,41.5,340,69.9,179,36.7,192,37.1,208,Canada,"36,733",26.3,15%,60 : 40,University of Ottawa,"Languages, Literature & Linguistics,Computer Science,Veterinary Science,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,History, Philosophy & Theology,Education,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Chemistry,General Engineering,Politics & International Studies (incl Development Studies),Law,Sociology,Business & Management,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Geography",False,False
234,201-250,Paris Descartes University,0,234,83.3,126,29,682,49.1,354,28.8,281,24.6,487,France,"34,691",26.9,15%,63 : 37,Paris Descartes University,"Accounting & Finance,Art, Performing Arts & Design,Biological Sciences,Business & Management,Communication & Media Studies,Computer Science,Economics & Econometrics,Education,Law,Mathematics & Statistics,Medicine & Dentistry,Psychology,Sociology,Sport Science",False,False
235,201-250,Peter the Great St Petersburg Polytechnic University,0,235,97.4,23,42.5,315,29.6,596,17.8,497,30.8,324,Russian Federation,"17,155",7.2,8%,40 : 60,Peter the Great St Petersburg Polytechnic University,"Chemical Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Sociology,Mechanical & Aerospace Engineering,Computer Science,Chemistry,Communication & Media Studies,Mathematics & Statistics,History, Philosophy & Theology,Accounting & Finance,General Engineering,Business & Management,Languages, Literature & Linguistics,Art, Performing Arts & Design,Sport Science,Electrical & Electronic Engineering,Law,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Psychology,Education,Economics & Econometrics",False,False
236,201-250,Politecnico di Milano,0,236,76.3,187,66.3,137,48.8,360,31.7,242,30.1,337,Italy,"30,025",22.2,12%,34 : 66,Politecnico di Milano,"Physics & Astronomy,Architecture,Electrical & Electronic Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Chemical Engineering,Computer Science,Business & Management,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering",False,False
237,201-250,Royal Veterinary College,0,237,74.9,200,45.5,272,81.7,104,27.8,301,26,432,United Kingdom,"1,820",11.0,17%,77 : 23,Royal Veterinary College,"Biological Sciences,Veterinary Science",False,False
238,201-250,Rush University,0,238,88.9,73,45.4,274,21.8,677,17.4,514,37.7,200,United States,"1,855",2.1,5%,71 : 29,Rush University,"Biological Sciences,Medicine & Dentistry,Other Health",False,False
239,201-250,Sapienza University of Rome,0,239,61.5,319,32.6,543,34.7,525,37.3,186,38,194,Italy,"120,986",32.3,7%,59 : 41,Sapienza University of Rome,"Politics & International Studies (incl Development Studies),Law,Mathematics & Statistics,Physics & Astronomy,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Geography,General Engineering,Architecture,Chemistry,Accounting & Finance,Sociology,Business & Management,Communication & Media Studies,Archaeology,Biological Sciences,Chemical Engineering,Medicine & Dentistry,Psychology,Civil Engineering",False,False
240,201-250,University of Science and Technology of China,0,240,67.2,261,80.3,86,21.4,683,36.6,195,46.7,110,China,"14,290",7.9,2%,,University of Science and Technology of China USTC China University of Science and Technology,"Computer Science,Sport Science,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Psychology,Politics & International Studies (incl Development Studies),Education,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Civil Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Geography,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Agriculture & Forestry,Accounting & Finance,Archaeology",False,False
241,201-250,University of South Florida (Tampa),0,241,73.4,212,99.8,25,45.1,407,35.7,201,24.8,477,United States,"31,424",21.5,10%,,University of South Florida (Tampa),"Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Education,Archaeology,Medicine & Dentistry,Art, Performing Arts & Design,Business & Management,Chemistry,Communication & Media Studies,Computer Science,Veterinary Science,Accounting & Finance,Physics & Astronomy,Civil Engineering,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Sociology,Geography,Agriculture & Forestry,Chemical Engineering,Architecture,Other Health,Biological Sciences,Sport Science",False,False
242,201-250,Stony Brook University,0,242,83,129,33.4,516,53.2,308,22,408,32.6,282,United States,"21,908",10.9,24%,50 : 50,Stony Brook University,"Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Psychology,General Engineering,Other Health,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Education,Electrical & Electronic Engineering,Medicine & Dentistry,Geography,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry,Economics & Econometrics",False,False
243,201-250,University of Stuttgart,0,243,55.7,357,99.8,26,52.7,319,44.5,137,40,164,Germany,"24,099",45.4,20%,31 : 69,University of Stuttgart,"Chemical Engineering,Architecture,Electrical & Electronic Engineering,Sociology,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Computer Science,Physics & Astronomy,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering,Chemistry,General Engineering,Languages, Literature & Linguistics,Sport Science",False,False
244,201-250,Swedish University of Agricultural Sciences,0,244,68.1,250,99.9,21,40.1,457,32.8,232,31.5,307,Sweden,"3,879",4.6,0%,67 : 33,Swedish University of Agricultural Sciences,"Civil Engineering,Communication & Media Studies,Biological Sciences,Agriculture & Forestry,Architecture,Business & Management,Economics & Econometrics,Veterinary Science,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences",False,False
245,201-250,Technical University of Darmstadt,0,245,51.1,397,99.1,33,54.4,291,43.2,145,37.1,209,Germany,"20,300",53.6,18%,28 : 72,Technical University of Darmstadt Technical University of Darmstadt,"Languages, Literature & Linguistics,Mathematics & Statistics,Chemical Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Computer Science,Civil Engineering,Mechanical & Aerospace Engineering,Architecture,Physics & Astronomy,Other Health,Electrical & Electronic Engineering,Sport Science,Economics & Econometrics,Sociology,Business & Management,Psychology,Education,General Engineering,Chemistry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences",False,False
246,201-250,Tel Aviv University,0,246,49.2,412,42.9,309,47.5,376,50.5,99,41,153,Israel,"23,977",24.4,4%,,Tel Aviv University,"Medicine & Dentistry,Biological Sciences,Business & Management,Education,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Computer Science,Sociology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Architecture,Agriculture & Forestry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Law,Mathematics & Statistics,Other Health,Chemistry",False,False
