rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
4500,401–500,Missouri University of Science and Technology,40.9–44.0,4500,26.0,652,26.3,486,63.7,531,59.1,274,64.1,393,United States,"8,898",22.8,11%,23 : 77,Missouri University of Science and Technology,"General Engineering,Communication & Media Studies,History, Philosophy & Theology,Education,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Economics & Econometrics,Electrical & Electronic Engineering,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Civil Engineering,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Computer Science",False,False
4510,401–500,University of Modena and Reggio Emilia,40.9–44.0,4510,30.8,456,22.8,581,72.4,397,49.0,412,38.9,929,Italy,"19,907",28.3,5%,54 : 46,University of Modena and Reggio Emilia,"History, Philosophy & Theology,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Psychology,Computer Science,Agriculture & Forestry,Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,Education,Law,Other Health,Chemistry,Geography,Business & Management,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology",False,False
4520,401–500,University of Naples Federico II,40.9–44.0,4520,32.5,403,26.0,496,76.7,340,41.4,691,32.3,1098,Italy,"51,444",19.7,2%,55 : 45,University of Naples Federico II,"Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemistry,Biological Sciences,Veterinary Science,Medicine & Dentistry,History, Philosophy & Theology,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Other Health,Chemical Engineering,Psychology,Economics & Econometrics,Art, Performing Arts & Design,Archaeology,Languages, Literature & Linguistics,Business & Management,Agriculture & Forestry,Architecture,Civil Engineering,General Engineering,Sociology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Accounting & Finance,Communication & Media Studies",False,False
4530,401–500,National and Kapodistrian University of Athens,40.9–44.0,4530,22.7,872,18.1,775,81.1,265,68.6,203,55.2,537,Greece,"64,946",33.2,11%,59 : 41,National and Kapodistrian University of Athens,"Computer Science,Law,Economics & Econometrics,Veterinary Science,Physics & Astronomy,Medicine & Dentistry,Electrical & Electronic Engineering,Chemistry,Archaeology,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Agriculture & Forestry,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Architecture,Other Health,Sport Science,Geography,Business & Management,General Engineering,Communication & Media Studies",False,False
4540,401–500,National Research Nuclear University MEPhI,40.9–44.0,4540,42.8,177,40.5,215,29.6,1124,100.0,7,69.7,325,Russian Federation,"5,162",9.5,30%,38 : 62,National Research Nuclear University MEPhI,"Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Physics & Astronomy,Mathematics & Statistics,Education,Other Health,Art, Performing Arts & Design,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Electrical & Electronic Engineering,Economics & Econometrics,Law,Chemistry,Medicine & Dentistry,Business & Management,Politics & International Studies (incl Development Studies),General Engineering,Civil Engineering",False,False
4550,401–500,University of Nebraska-Lincoln,40.9–44.0,4550,30.9,453,26.9,474,62.8,545,38.6,907,54.9,545,United States,"24,563",16.2,11%,48 : 52,University of Nebraska-Lincoln,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Sociology,Architecture,Education,Sport Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Other Health,Psychology,Economics & Econometrics,Civil Engineering,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Archaeology,Law,Biological Sciences,Business & Management,Computer Science,Agriculture & Forestry,Geography",False,False
4560,401–500,Northumbria University,40.9–44.0,4560,19.3,1167,20.9,660,80.7,274,35.5,1345,77.0,242,United Kingdom,"21,530",16.3,19%,55 : 45,Northumbria University,"Sport Science,Law,Civil Engineering,Computer Science,Accounting & Finance,Biological Sciences,Psychology,Other Health,Sociology,General Engineering,Geography,Architecture,Education,Geology, Environmental, Earth & Marine Sciences,Business & Management,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Communication & Media Studies,Chemistry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Chemical Engineering,Art, Performing Arts & Design,Physics & Astronomy",False,False
4570,401–500,Norwegian University of Science and Technology,40.9–44.0,4570,27.2,595,29.8,387,62.8,546,38.8,889,65.6,375,Norway,"35,400",14.9,8%,49 : 51,Norwegian University of Science and Technology,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Psychology,Civil Engineering,History, Philosophy & Theology,Education,Sociology,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Other Health,Art, Performing Arts & Design,Architecture,Chemical Engineering,Chemistry,Archaeology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,Business & Management,Biological Sciences,Sport Science,Physics & Astronomy,Languages, Literature & Linguistics",False,False
4580,401–500,NOVA University of Lisbon,40.9–44.0,4580,25.3,698,29.5,399,70.4,427,49.7,401,63.6,402,Portugal,"20,396",17.9,21%,51 : 49,NOVA University of Lisbon,"Law,Other Health,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Civil Engineering,Languages, Literature & Linguistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Geography,Computer Science,Economics & Econometrics,Accounting & Finance,Agriculture & Forestry,Education,History, Philosophy & Theology,Archaeology,Business & Management,Physics & Astronomy,Electrical & Electronic Engineering,General Engineering,Mathematics & Statistics,Biological Sciences,Communication & Media Studies,Chemical Engineering,Sociology",False,False
4590,401–500,"University of Occupational and Environmental Health, Japan",40.9–44.0,4590,25.3,699,10.9,1308,97.8,45,40.5,758,20.2,1512,Japan,"1,170",2.5,1%,51 : 49,"University of Occupational and Environmental Health, Japan UOEH Occupational medicine Graduate school of medical science","Medicine & Dentistry,Other Health",False,False
4600,401–500,Örebro University,40.9–44.0,4600,18.6,1239,21.0,655,89.0,160,36.2,1192,58.3,486,Sweden,"9,623",15.1,6%,61 : 39,Örebro University,"Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Other Health,Education,Sport Science,Psychology,Computer Science,Mathematics & Statistics,Electrical & Electronic Engineering,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Languages, Literature & Linguistics,Business & Management,History, Philosophy & Theology,Sociology,Communication & Media Studies,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,General Engineering,Biological Sciences",False,False
4610,401–500,University of Peradeniya,40.9–44.0,4610,17.4,1382,8.4,1607,100.0,10,35.6,1329,41.3,858,Sri Lanka,"16,647",11.1,1%,59 : 41,University of Peradeniya,"History, Philosophy & Theology,Veterinary Science,Chemical Engineering,Computer Science,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Mechanical & Aerospace Engineering,Communication & Media Studies,Civil Engineering,Chemistry,Geography,Agriculture & Forestry,Sociology,Medicine & Dentistry,Art, Performing Arts & Design,Sport Science,Education,Electrical & Electronic Engineering,Psychology,Archaeology,Biological Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Accounting & Finance,Law,Physics & Astronomy,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
4620,401–500,University of Pisa,40.9–44.0,4620,28.1,555,28.0,439,70.6,421,41.8,664,41.3,859,Italy,"33,780",21.4,6%,51 : 49,University of Pisa,"Chemistry,General Engineering,Other Health,Archaeology,Civil Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Art, Performing Arts & Design,Veterinary Science,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Medicine & Dentistry,Psychology,Chemical Engineering,Business & Management,Biological Sciences,Law,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Accounting & Finance,Sport Science,Politics & International Studies (incl Development Studies),Education,Physics & Astronomy,Economics & Econometrics,Sociology,Agriculture & Forestry",False,False
4630,401–500,University of Plymouth,40.9–44.0,4630,20.4,1070,20.8,663,79.2,295,35.2,1439,72.4,287,United Kingdom,"16,505",17.6,15%,57 : 43,University of Plymouth,"Chemistry,Mathematics & Statistics,Sport Science,Civil Engineering,History, Philosophy & Theology,Computer Science,Mechanical & Aerospace Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Art, Performing Arts & Design,Education,Other Health,Accounting & Finance,Psychology,Electrical & Electronic Engineering,Geography,Business & Management,Languages, Literature & Linguistics,Architecture,Law,Medicine & Dentistry,Agriculture & Forestry,Communication & Media Studies,Sociology",False,False
4640,401–500,Pontificia Universidad Católica de Chile,40.9–44.0,4640,24.8,730,30.3,380,66.4,481,73.0,173,58.2,488,Chile,"29,756",15.3,7%,,Pontificia Universidad Católica de Chile,"Sociology,Geography,Communication & Media Studies,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Mathematics & Statistics,History, Philosophy & Theology,Education,Veterinary Science,Business & Management,Chemical Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Other Health,Chemistry,Languages, Literature & Linguistics,Computer Science,Law,Architecture,Civil Engineering,Archaeology,General Engineering,Sport Science,Medicine & Dentistry,Agriculture & Forestry,Physics & Astronomy,Accounting & Finance,Biological Sciences,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences",False,False
4650,401–500,University of Porto,40.9–44.0,4650,25.1,718,28.9,416,64.0,524,40.8,735,60.8,444,Portugal,"33,120",16.3,19%,56 : 44,University of Porto,"Sociology,Computer Science,Agriculture & Forestry,Chemical Engineering,Medicine & Dentistry,Veterinary Science,Economics & Econometrics,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Psychology,Civil Engineering,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Geography,Architecture,Chemistry,Politics & International Studies (incl Development Studies),Physics & Astronomy,General Engineering,Business & Management,Art, Performing Arts & Design,Biological Sciences,Other Health,History, Philosophy & Theology,Communication & Media Studies,Law,Archaeology,Education",False,False
4660,401–500,Universitat Ramon Llull,40.9–44.0,4660,20.0,1112,16.6,853,82.0,253,38.1,969,65.9,371,Spain,"14,309",21.4,17%,53 : 47,Universitat Ramon Llull,"Accounting & Finance,Biological Sciences,Architecture,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Other Health,Communication & Media Studies,Computer Science,Law,Chemical Engineering,Psychology,General Engineering,Sociology,Education,Sport Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering",False,False
4670,401–500,Royal Veterinary College,40.9–44.0,4670,25.6,681,18.4,759,75.8,351,48.0,441,90.7,97,United Kingdom,"2,260",10.8,25%,79 : 21,Royal Veterinary College,"Biological Sciences,Veterinary Science",False,False
